    1 1.1640344858169556 34 6 1 2 3 3 2 4 4 1 1 3 3 3 3 1 30 00
    2 .48120829463005066 32 5 1 2 2 3 2 2 2 1 1 3 2 3 3 3 30 00
    3  .8212437033653259 24 5 4 3 4 3 3 3 2 1 2 2 1 2 1 1 20 00
    4  .6816766858100891 34 3 2 3 3 2 4 3 2 1 1 4 4 4 3 3 40 00
    5  .7600831985473633 34 3 2 3 2 3 4 4 2 2 2 2 2 3 2 3 30 00
    6 1.6464824676513672 42 6 3 1 1 3 2 1 2 1 1 3 2 3 2 2 20 00
    7  1.054264783859253 23 4 2 3 3 4 4 3 3 3 1 3 3 3 2 4 30 00
    8  .5937407612800598 34 4 2 3 3 4 3 4 4 4 4 4 4 4 4 4 40 00
    9 1.3339015245437622 34 3 2 3 3 3 3 3 3 2 1 2 2 3 2 2 30 00
   10 .06288169324398041 23 4 2 2 2 1 2 3 2 1 1 1 1 3 1 1 20 00
   11  .3915957808494568 24 4 2 3 2 2 2 3 3 2 1 4 4 4 4 4 40 00
   12 1.0406969785690308 25 4 3 3 4 3 3 4 1 1 1 2 2 4 1 1 40 00
   13  .5956484079360962 42 6 3 2 2 2 2 4 1 1 2 4 4 4 4 4 40 00
   14  1.025635004043579 24 6 2 3 3 3 5 3 2 2 2 2 2 3 1 1 20 00
   15 1.4048489332199097 32 6 4 1 1 3 2 3 2 2 1 2 2 3 2 2 20 00
   16  1.692230463027954 24 3 2 3 4 3 3 2 2 1 1 4 2 4 4 3 40 00
   17   .781993567943573 33 6 1 2 3 2 3 4 4 4 4 2 1 4 1 1 10 00
   18 1.0034927129745483 15 5 2 1 3 2 2 2 2 1 1 1 1 2 2 2 20 00
   19  .5981838703155518 34 5 2 2 3 3 2 4 3 2 1 4 2 4 4 4 40 00
   20  .8126732707023621 33 6 1 3 3 3 3 2 1 1 1 1 1 1 2 1 20 00
   21 2.2212326526641846 34 2 2 3 2 2 3 3 2 1 1 2 2 1 2 2 20 00
   22 1.3751202821731567 25 6 5 2 2 1 2 4 4 2 1 2 4 1 2 1 30 00
   23 1.6526525020599365 23 5 1 3 2 2 4 3 3 2 2 3 2 4 2 2 20 00
   24 .40324845910072327 33 4 2 2 4 3 3 3 3 2 2 3 2 3 2 2 30 00
   25  .5581234693527222 33 6 2 3 3 3 3 2 2 1 1 2 2 2 1 1 30 00
   26  .5708234310150146 23 6 2 1 3 2 1 3 1 1 2 2 2 3 3 3 30 00
   27  .9494333863258362 34 4 1 1 2 3 3 2 2 2 1 2 1 1 1 1 10 00
   28  .9500283598899841 33 6 2 2 2 3 2 1 1 1 1 3 2 3 2 2 20 00
   29 1.0737416744232178 33 6 2 2 2 3 3 3 3 2 2 2 2 3 3 3 30 00
   30  2.326476812362671 33 6 3 3 3 3 4 2 2 2 1 1 1 1 4 4 40 00
   31 2.2597267627716064 44 6 2 2 3 2 3 1 1 1 2 1 1 3 2 2 30 00
   32 1.8461800813674927 32 5 3 2 2 2 1 2 2 2 1 2 2 3 3 3 30 00
   33  .5932528376579285 34 3 1 3 3 3 4 1 1 1 1 2 3 4 4 4 40 00
   34 1.6697978973388672 33 3 2 2 2 3 2 2 1 1 1 2 1 3 2 2 20 00
   35  .8145599365234375 34 4 2 1 3 3 3 3 2 3 1 1 1 2 1 1 20 00
   36  .8410582542419434 33 5 2 3 2 3 3 2 2 1 1 1 2 3 3 3 30 00
