    1 1.16203141212463383 2 6 2 3 1 2 2 1 3 3 4 3 3 3 3 2 2 2 2 1 4 5 5 5 3 1 2 3 3 4 6 1 2 2 1 10 00
    2 .480380207300186163 1 4 2 2 2 1 3 1 3 1 4 4 2 4 3 2 2 2 2 2 3 3 4 4 4 1 3 2 3 4 1 2 3 2 1 20 00
    3  .81983047723770143 1 6 2 4 2 1 2 1 2 3 3 4 3 4 2 2 2 2 1 1 2 39999 1 1 2 2 3 3 1 2 1 1 1 10 20
    4  .68050360679626463 1 1 2 2 1 2 1 1 3 1 2 2 1 3 3 1 2 3 1 1 3 2 4 3 3 1 1 2 2 3 1 1 1 1 1 10 00
    5  .75877517461776733 1 5 2 3 2 1 4 1 1 3 2 4 2 4 3 3 2 3 1 1 1 4 4 4 4 1 1 3 1 3 1 2 3 1 1 10 00
    6 1.64364910125732423 1 4 2 2 2 1 2 1 1 2 2 4 3 4 2 1 2 4 1 1 2 3 5 5 4 1 3 3 2 4 6 1 2 3 2 20 00
    7 1.05245065689086913 1 5 2 3 2 1 2 1 2 3 3 3 3 4 3 3 2 3 2 1 3 3 5 5 3 1 2 3 3 3 1 2 2 1 1 10 00
    8  .59271901845932013 1 5 2 4 2 1 2 1 4 3 2 4 4 4 3 3 2 2 2 1 4 1 5 5 4 1 4 3 1 3 6 1 3 2 3 30 00
    9 1.33160603046417243 1 5 2 3 2 1 1 1 3 3 3 3 4 4 3 2 2 3 1 1 3 4 5 5 3 1 2 4 2 4 1 1 2 1 1 20 00
   10 .062773481011390693 1 3 2 2 2 1 3 4 1 2 4 4 4 4 3 1 3 4 1 3 2 4 5 5 4 2 3 3 1 1 6 1 2 2 2 30 00
   11  .39092189073562623 1 5 2 3 2 2 2 1 3 3 4 4 4 4 3 3 3 499 1 1 5 5 5 4 1 2 4 397 6 4 3 1 1 11 10
   12 1.03890609741210943 1 3 2 5 2 1 2 1 4 3 3 4 4 3 2 1 2 4 1 1 3 4 5 5 4 1 3 3 2 4 1 1 1 1 1 10 00
   13  .59462338685989383 1 6 2 3 2 2 2 1 3 2 3 4 3 4 1 2 2 2 1 1 3 3 5 5 4 2 2 4 2 4 6 1 3 2 2 10 00
   14 1.02386999130249023 1 3 2 3 2 1 2 1 4 3 4 4 4 4 3 1 3 4 1 1 4 4 4 4 3 2 2 2 2 2 1 1 1 2 2 20 00
   15 1.40243136882781983 1 1 2 2 2 1 3 1 2 3 3 4 3 4 3 3 2 3 2 1 3 4 5 4 3 1 2 3 2 4 1 1 1 2 2 30 00
   16 1.68931841850280763 2 6 2 3 1 1 1 1 2 3 2 4 3 3 1 2 2 4 1 1 2 3 5 4 4 1 2 2 3 4 1 2 1 1 1 30 00
   17   .7806478738784793 1 5 2 3 2 1 1 1 1 2 3 4 4 4 3 2 2 4 1 1 1 5 5 4 2 1 2 3 3 2 6 1 1 1 2 20 00
   18 1.00176584720611573 1 3 1 3 2 1 2 1 4 2 4 4 4 3 3 1 3 3 1 2 2 4 4 4 4 1 3 3 2 4 1 2 3 1 1 20 00
   19  .59715449810028083 1 6 2 3 2 1 1 1 4 1 3 3 1 3 2 3 2 3 1 1 4 3 5 3 4 1 2 3 2 3 1 1 1 2 2 30 00
   20  .81127476692199713 1 4 3 2 2 1 1 1 1 3 4 4 3 4 3 3 2 4 1 1 2 2 5 3 4 1 2 1 2 3 1 3 3 2 1 20 00
   21 2.21741032600402833 1 6 3 4 2 1 2 1 1 3 3 4 2 4 3 3 2 4 2 1 3 3 5 3 3 1 1 4 2 4 2 2 2 1 1 20 00
   22 1.37275397777557373 1 6 2 2 2 1 2 1 2 3 3 4 4 4 1 2 2 497 2 2 4 5 4 4 1 2 2 2 3 1 1 2 2 2 21 00
   23  1.6498086452484133 1 6 2 4 2 1 3 1 3 2 3 4 4 4 2 2 2 3 1 1 3 5 5 4 3 1 3 3 3 3 6 1 3 2 2 30 00
   24  .40255451202392583 1 6 2 3 2 1 2 1 3 3 3 4 3 4 1 2 2 2 2 1 3 3 4 3 4 1 3 4 2 3 1 1 2 2 2 20 00
   25  .55716300010681153 1 5 2 4 1 1 2 2 1 2 2 4 2 3 3 3 2 4 1 2 2 4 5 5 2 2 2 3 1 4 1 1 2 1 1 20 00
   26  .56984114646911623 1 6 2 2 2 1 3 1 2 2 3 4 3 4 1 1 2 4 1 1 2 3 4 4 2 1 3 2 2 1 1 1 2 3 2 20 00
   27   .9477995634078983 1 4 1 3 2 1 3 1 4 1 3 4 2 4 3 2 2 2 2 1 4 2 5 3 4 3 2 3 3 3 1 2 2 1 1 10 00
